14;134;9;1:33.377;1:33.562;;4
15;89;39;1:33.608;1:33.941;;4
16;118;17;1:33.722;;;4
17;24;44;1:33.753;;;4
18;130;17;1:33.910;;;4
19;125;38;1:34.038;;;4
20;22;44;1:34.159;;;4
1;14;11;1:20.707;1:20.192;1:20.527;5
2;129;38;1:20.715;1:20.220;1:20.660;5
3;13;11;1:20.808;1:19.954;1:20.762;5
4;69;16;1:20.484;1:20.149;1:20.934;5
5;125;38;1:20.689;1:20.007;1:21.049;5
6;37;45;1:20.877;1:20.107;1:21.247;5
7;123;45;1:21.189;1:20.420;1:21.254;5
8;2;39;1:21.186;1:20.509;1:21.392;5
9;104;49;1:20.745;1:20.256;1:22.558;5
10;56;9;1:20.931;1:20.408;1:22.685;5
11;74;49;1:20.818;1:20.531;;5
12;89;39;1:21.128;1:20.604;;5
13;134;9;1:21.095;1:20.676;;5
14;145;31;1:20.991;1:20.805;;5
15;24;44;1:21.033;1:21.067;;5
16;94;16;1:21.291;;;5
17;22;44;1:21.300;;;5
18;54;31;1:21.675;;;5
19;118;17;1:21.742;;;5
20;130;17;1:22.204;;;5
1;14;11;1:15.210;1:15.016;1:14.902;6
2;94;16;1:15.746;1:14.514;1:14.927;6
3;13;11;1:15.425;1:14.829;1:15.077;6
4;129;38;1:15.915;1:14.879;1:15.271;6
5;69;16;1:15.340;1:15.001;1:15.437;6
6;104;49;1:15.094;1:14.846;1:15.455;6
7;54;31;1:15.495;1:14.809;1:15.516;6
8;125;38;1:15.260;1:14.825;1:15.653;6
9;2;39;1:15.898;1:15.200;1:16.009;6
10;74;49;1:15.930;1:15.579;1:17.344;6
11;24;44;1:15.834;1:15.833;;6
12;89;39;1:16.013;1:15.837;;6
13;130;17;1:16.063;1:16.146;;6
14;22;44;1:16.120;1:16.281;;6
15;118;17;1:16.248;1:16.545;;6
16;145;31;1:16.264;;;6
17;134;9;1:16.264;;;6
18;56;9;1:16.405;;;6
19;123;45;1:16.548;;;6
20;37;45;1:16.788;;;6
1;129;38;1:27.330;1:27.016;1:28.316;7
2;14;11;1:27.355;1:27.230;1:28.421;7
3;13;11;1:27.371;1:27.418;1:28.579;7
4;125;38;1:27.466;1:27.416;1:28.613;7
5;123;45;1:27.529;1:27.195;1:28.666;7
6;94;16;1:27.556;1:27.387;1:28.815;7
7;69;16;1:27.508;1:27.349;1:28.858;7
8;2;39;1:27.988;1:27.473;1:29.075;7
9;104;49;1:27.517;1:27.418;1:29.191;7
10;56;9;1:27.788;1:27.455;1:29.357;7
11;134;9;1:27.795;1:27.521;;7
12;74;49;1:27.691;1:27.629;;7
13;37;45;1:28.160;1:27.795;;7
14;54;31;1:28.199;1:28.207;;7
15;118;17;1:28.278;1:28.391;;7
16;145;31;1:28.318;;;7
17;89;39;1:28.582;;;7
18;24;44;1:28.708;;;7
19;130;17;1:28.717;;;7
20;22;44;1:28.918;;;7
1;129;38;1:18.685;1:18.119;1:19.509;8
2;13;11;1:19.325;1:18.335;1:19.856;8
3;125;38;1:18.674;1:18.209;1:19.868;8
4;123;45;1:18.886;1:18.240;1:20.091;8
5;74;49;1:18.530;1:18.575;1:20.216;8
6;14;11;1:18.957;1:18.663;1:20.289;8
7;104;49;1:19.228;1:18.591;1:20.361;8
8;37;45;1:19.198;1:18.791;1:20.490;8
9;94;16;1:19.010;1:18.566;1:20.715;8
10;2;39;1:19.167;1:18.761;1:20.741;8
11;69;16;1:19.148;1:18.927;;8
12;56;9;1:19.730;1:19.308;;8
13;54;31;1:19.732;1:19.353;;8
14;89;39;1:19.555;1:19.392;;8
15;134;9;1:19.559;1:19.448;;8
16;130;17;1:19.802;;;8
17;22;44;1:19.898;;;8
18;118;17;1:19.909;;;8
19;145;31;1:19.917;;;8
20;24;44;1:20.236;;;8
1;125;38;1:31.257;1:38.038;1:32.230;9
2;13;11;1:31.482;1:34.455;1:32.357;9
3;14;11;1:31.568;1:39.032;1:32.473;9
4;129;38;1:31.430;1:39.504;1:32.480;9
5;145;31;1:31.473;1:39.149;1:32.616;9
6;54;31;1:31.881;1:40.826;1:33.859;9
7;118;17;1:32.015;1:36.740;1:34.316;9
8;69;16;1:31.600;1:41.708;1:34.574;9
9;94;16;1:31.869;1:41.730;1:34.710;9
10;89;39;1:32.128;1:35.737;1:34.803;9
11;134;9;1:31.771;1:42.310;;9
12;2;39;1:31.302;1:42.318;;9
13;74;49;1:31.884;1:42.500;;9
14;123;45;1:31.760;1:42.771;;9
15;104;49;1:31.598;1:42.859;;9
16;56;9;1:32.190;;;9
17;24;44;1:32.251;;;9
18;130;17;1:32.402;;;9
19;37;45;1:32.423;;;9
20;22;44;1:33.559;;;9
1;2;39;1:21.313;1:20.826;1:21.569;10
2;129;38;1:21.178;1:20.604;1:21.607;10
3;125;38;1:20.964;1:20.358;1:21.741;10
4;145;31;1:20.842;1:20.465;1:21.839;10
5;104;49;1:20.793;1:20.862;1:21.890;10
6;54;31;1:21.659;1:20.807;1:22.095;10
7;94;16;1:21.500;1:20.647;1:22.468;10
8;14;11;1:21.471;1:20.707;1:22.511;10
9;74;49;1:21.407;1:20.570;1:22.835;10
10;69;16;1:21.420;1:20.823;;10
11;24;44;1:21.571;1:21.002;;10
12;123;45;1:21.416;1:21.082;;10
13;13;11;1:21.558;1:21.222;;10
14;37;45;1:21.584;1:21.242;;10
15;89;39;1:21.278;1:21.389;;10
16;134;9;1:21.738;;;10
17;130;17;1:21.807;;;10
18;118;17;1:21.868;;;10
19;56;9;1:21.901;;;10
20;4;44;1:22.359;;;10
1;145;31;1:38.649;1:38.182;1:39.498;11
2;54;31;1:38.816;1:38.230;1:39.532;11
3;13;11;1:39.019;1:38.076;1:39.563;11
4;129;38;1:39.295;1:38.273;1:39.789;11
5;14;11;1:38.531;1:38.601;1:39.821;11
6;94;16;1:38.843;1:38.782;1:40.144;11
7;104;49;1:39.039;1:38.346;1:40.185;11
8;2;39;1:39.155;1:38.717;1:40.236;11
9;125;38;1:38.983;1:38.625;1:40.239;11
10;56;9;1:38.806;1:38.747;1:40.512;11
11;134;9;1:39.032;1:38.826;;11
12;118;17;1:39.145;1:38.846;;11
13;37;45;1:39.459;1:38.991;;11
14;39;39;1:39.322;1:39.040;;11
15;24;44;1:38.912;1:39.514;;11
16;130;17;1:39.531;;;11
17;74;49;1:39.795;;;11
18;123;45;1:39.807;;;11
19;4;44;1:39.925;;;11
20;11;16;1:41.413;;;11
1;130;17;1:45.102;1:44.667;1:46.308;12
2;123;45;1:45.140;1:44.503;1:46.395;12
3;134;9;1:45.566;1:44.709;1:46.500;12
4;13;11;1:45.237;1:44.834;1:46.513;12
5;56;9;1:45.655;1:44.557;1:46.586;12
6;94;16;1:45.579;1:44.953;1:46.633;12
7;37;45;1:45.450;1:44.877;1:46.677;12
8;129;38;1:45.372;1:44.592;1:46.761;12
9;125;38;1:45.350;1:44.924;1:46.788;12
10;104;49;1:45.486;1:45.047;1:47.362;12
11;118;17;1:45.239;1:45.119;;12
12;145;31;1:45.767;1:45.122;;12
13;2;39;1:45.707;1:45.136;;12
14;14;11;1:45.761;1:45.251;;12
15;54;31;1:45.705;1:45.259;;12
16;24;44;1:45.951;;;12
17;4;44;1:46.032;;;12
18;74;49;1:46.307;;;12
19;39;39;1:46.359;;;12
20;11;16;1:46.957;;;12
1;145;31;1:23.375;1:22.973;1:24.066;13
2;118;17;1:23.576;1:23.070;1:24.261;13
3;94;16;1:23.349;1:23.426;1:24.523;13
4;54;31;1:23.515;1:23.528;1:24.845;13
5;13;11;1:23.483;1:22.976;1:25.015;13
6;14;11;1:23.403;1:22.955;1:25.030;13
7;62;17;1:23.578;1:23.207;1:25.043;13
8;2;39;1:23.708;1:23.497;1:25.072;13
9;129;38;1:23.558;1:23.545;1:25.180;13
10;125;38;1:23.755;1:23.273;1:25.314;13
11;123;45;1:24.014;1:23.611;;13
12;39;39;1:23.975;1:23.728;;13
13;56;9;1:24.001;1:23.866;;13
14;130;16;1:23.828;1:23.901;;13
15;134;9;1:23.584;1:24.275;;13
16;37;45;1:24.036;;;13
17;74;49;1:24.074;;;13
18;104;49;1:24.121;;;13
19;24;44;1:24.220;;;13
20;4;44;1:24.951;;;13
1;145;31;1:46.977;1:46.657;1:47.891;14
2;129;38;1:47.541;1:46.362;1:48.204;14
3;104;49;1:47.390;1:46.197;1:48.348;14
4;125;38;1:47.646;1:46.328;1:48.722;14
5;13;11;1:47.397;1:46.787;1:48.828;14
6;2;39;1:47.757;1:46.767;1:49.054;14
7;37;45;1:47.770;1:46.707;1:49.180;14
8;134;9;1:47.347;1:46.832;1:49.307;14
9;56;9;1:47.615;1:46.813;1:49.514;14
10;54;31;1:47.542;1:46.842;1:49.778;14
11;74;49;1:47.637;1:47.013;;14
12;14;11;1:47.180;1:47.141;;14
13;94;16;1:47.293;1:47.177;;14
14;24;44;1:47.677;1:47.369;;14
15;123;45;1:47.690;1:47.413;;14
16;118;17;1:48.231;;;14
17;4;44;1:48.340;;;14
18;130;16;1:48.350;;;14
19;39;39;1:48.544;;;14
20;62;17;1:48.792;;;14
1;129;38;1:30.883;1:30.341;1:32.160;15
2;123;45;1:31.063;1:30.737;1:32.220;15
3;145;31;1:30.917;1:30.627;1:32.395;15
4;118;17;1:31.386;1:31.222;1:32.466;15
5;13;11;1:31.272;1:31.055;1:32.660;15
6;134;9;1:31.501;1:31.260;1:32.945;15
7;14;11;1:31.041;1:30.880;1:32.962;15
8;94;16;1:31.228;1:31.052;1:32.980;15
9;54;31;1:31.499;1:31.223;;15
10;24;44;1:31.196;1:31.103;;15
11;104;49;1:31.286;1:31.482;;15
12;2;39;1:31.401;1:31.638;;15
13;56;9;1:31.417;1:32.341;;15
14;37;45;1:31.550;;;15
15;4;44;1:31.571;;;15
16;130;16;1:31.704;;;15
17;74;49;1:31.718;;;15
18;39;39;1:32.073;;;15
19;62;17;1:32.087;;;15
20;125;38;;;;15
1;13;11;1:24.100;1:21.659;1:19.576;16
2;125;38;1:24.722;1:20.803;1:19.688;16
3;118;17;1:24.447;1:20.753;1:19.912;16
4;123;45;1:24.621;1:20.635;1:20.097;16
5;94;16;1:23.047;1:21.378;1:20.168;16
6;24;44;1:24.591;1:20.701;1:20.250;16
7;104;49;1:23.828;1:20.368;1:20.326;16
8;56;9;1:23.072;1:21.147;1:20.631;16
9;74;49;1:23.161;1:20.427;1:20.674;16
10;2;39;1:24.842;1:21.657;1:21.422;16
11;53;45;1:24.335;1:21.960;;16
12;4;44;1:24.773;1:22.231;;16
13;39;39;1:24.394;1:22.477;;16
14;14;11;1:24.297;1:22.504;;16
15;62;17;1:24.645;;;16
16;129;38;1:25.009;;;16
17;54;31;1:25.052;;;16
18;145;31;1:25.192;;;16
19;134;9;1:25.515;;;16
20;130;16;1:40.703;;;16
1;145;31;1:39.873;1:39.695;1:40.948;17
2;129;38;1:40.666;1:39.984;1:41.615;17
3;125;38;1:40.667;1:40.272;1:41.726;17
4;13;11;1:40.574;1:40.421;1:41.786;17
5;14;11;1:40.378;1:40.148;1:41.892;17
6;123;45;1:40.517;1:40.373;1:41.897;17
7;56;9;1:40.520;1:40.545;1:41.992;17
8;134;9;1:40.558;1:40.635;1:42.343;17
9;104;49;1:40.842;1:40.661;1:42.583;17
10;24;44;1:40.908;1:40.430;1:42.713;17
11;94;16;1:41.100;1:40.726;;17
12;53;45;1:41.035;1:40.777;;17
13;54;31;1:40.808;1:40.983;;17
14;74;49;1:41.096;1:41.148;;17
15;4;44;1:41.503;1:41.689;;17
16;2;39;1:41.667;;;17
17;62;17;1:41.701;;;17
18;118;17;1:41.863;;;17
19;39;39;1:41.950;;;17
20;130;16;1:42.184;;;17
1;129;38;1:55.029;1:53.883;1:54.101;18
2;69;16;1:55.313;1:54.331;1:54.242;18
3;2;16;1:54.612;1:54.172;1:54.608;18
4;145;31;1:55.341;1:54.707;1:55.217;18
5;104;32;1:55.463;1:54.682;1:55.241;18
6;125;38;1:55.298;1:54.318;1:55.284;18
7;152;32;1:55.593;1:55.105;1:55.524;18
8;14;31;1:55.715;1:55.168;1:55.672;18
9;56;39;1:55.511;1:54.963;1:55.885;18
10;118;17;1:55.213;1:54.996;1:56.309;18
11;13;49;1:55.969;1:55.330;;18
12;62;17;1:55.628;1:55.653;;18
13;146;49;1:56.375;1:55.857;;18
14;103;40;1:56.428;1:56.237;;18
15;24;44;1:56.189;1:56.265;;18
16;53;40;1:56.541;1:56.270;;18
17;86;39;1:56.167;1:56.619;;18
18;4;44;1:57.071;;;18
19;37;48;1:59.728;;;18
20;123;25;1:59.852;;;18
21;54;25;2:00.313;;;18
22;38;48;2:00.587;;;18
23;110;21;2:03.240;;;18
24;148;21;2:04.904;;;18
1;129;38;1:24.774;1:24.096;1:23.919;19
2;125;38;1:25.286;1:24.276;1:24.035;19
3;2;16;1:25.082;1:24.335;1:24.111;19
4;14;31;1:24.897;1:24.531;1:24.675;19
5;69;16;1:25.548;1:25.010;1:24.837;19
6;104;32;1:24.788;1:24.788;1:24.884;19
7;152;32;1:25.351;1:24.871;1:24.927;19
8;13;49;1:25.702;1:25.085;1:25.217;19
9;56;39;1:25.588;1:25.122;1:25.372;19
10;118;17;1:25.504;1:25.046;1:26.036;19
11;145;31;1:25.046;1:25.184;;19
12;24;44;1:26.061;1:25.638;;19
13;62;17;1:26.170;1:25.743;;19
14;103;40;1:26.089;1:25.747;;19
15;146;49;1:25.866;1:25.748;;19
16;53;40;1:26.251;1:25.777;;19
17;4;44;1:26.095;1:26.089;;19
18;86;39;1:26.471;;;19
19;54;25;1:28.797;;;19
20;123;25;1:29.111;;;19
21;37;48;1:29.592;;;19
22;38;48;1:30.185;;;19
23;110;21;1:30.526;;;19
24;148;21;1:30.613;;;19
1;125;38;1:51.886;1:48.210;1:49.327;20
2;104;32;1:52.560;1:47.417;1:50.673;20
3;129;38;1:47.632;1:46.828;1:50.789;20
4;118;17;1:49.479;1:47.085;1:50.914;20
5;146;49;1:49.664;1:47.346;1:51.001;20
6;56;39;1:46.283;1:46.951;1:51.051;20
7;13;49;1:50.301;1:48.371;1:51.511;20
8;152;32;1:52.239;1:48.400;1:51.717;20
9;53;40;1:48.467;1:47.792;1:51.767;20
10;62;17;1:49.922;1:48.238;1:52.254;20
11;86;39;1:47.952;1:48.760;;20
12;103;40;1:47.153;1:48.771;;20
13;24;44;1:48.945;1:49.207;;20
14;4;44;1:48.655;1:49.464;;20
15;54;25;1:52.875;1:52.270;;20
16;37;48;1:52.398;1:52.520;;20
17;14;31;1:52.211;;;20
18;123;25;1:52.884;;;20
19;2;16;1:53.044;;;20
20;145;31;1:53.050;;;20
21;69;16;1:53.283;;;20
22;148;21;1:56.299;;;20
23;110;21;1:57.269;;;20
24;38;48;1:59.977;;;20
1;129;38;1:36.317;1:35.280;1:34.558;21
2;125;38;1:35.978;1:35.100;1:34.806;21
3;2;16;1:35.987;1:35.235;1:34.913;21
4;104;32;1:35.952;1:35.134;1:34.923;21
5;14;31;1:36.122;1:35.443;1:34.979;21
6;145;31;1:35.641;1:34.928;1:35.034;21
7;69;16;1:36.076;1:35.290;1:35.180;21
8;56;39;1:36.348;1:35.550;1:35.364;21
9;152;32;1:36.484;1:35.715;1:35.646;21
10;118;17;1:36.671;1:35.665;1:35.963;21
11;13;49;1:36.664;1:35.748;;21
12;4;44;1:36.618;1:36.047;;21
13;24;44;1:36.793;1:36.149;;21
14;86;39;1:37.031;1:36.311;;21
15;53;40;1:37.044;1:36.422;;21
16;146;49;1:37.049;1:36.647;;21
17;103;40;1:37.050;1:37.020;;21
18;62;17;1:37.161;;;21
19;37;48;1:39.278;;;21
20;123;25;1:39.399;;;21
21;54;25;1:39.520;;;21
22;38;48;1:39.783;;;21
23;110;21;1:40.469;;;21
24;148;21;1:40.578;;;21
1;125;38;1:21.412;1:20.655;1:19.995;22
2;129;38;1:21.680;1:20.772;1:20.101;22
3;145;31;1:21.723;1:21.415;1:20.829;22
4;2;16;1:21.957;1:21.549;1:20.937;22
5;14;31;1:21.915;1:21.168;1:20.991;22
6;152;32;1:22.528;1:21.557;1:21.294;22
7;56;39;1:22.488;1:21.599;1:21.353;22
8;104;32;1:22.419;1:21.867;1:21.408;22
9;69;16;1:22.564;1:21.841;1:21.585;22
10;53;40;1:22.577;1:21.725;1:21.984;22
11;118;17;1:22.628;1:21.985;;22
12;103;40;1:22.211;1:22.026;;22
13;146;49;1:22.857;1:22.131;;22
14;86;39;1:22.976;1:22.139;;22
15;24;44;1:22.699;1:22.191;;22
16;4;44;1:22.593;1:22.207;;22
17;62;17;1:23.084;1:22.854;;22
18;13;49;1:23.125;;;22
19;123;25;1:24.674;;;22
20;54;25;1:24.748;;;22
21;37;48;1:25.475;;;22
22;38;48;1:25.556;;;22
23;148;21;1:26.750;;;22
24;110;21;1:27.122;;;22
1;125;38;1:15.035;1:14.462;1:13.826;23
2;56;39;1:15.045;1:14.549;1:14.120;23
3;129;38;1:15.110;1:14.568;1:14.227;23
4;69;16;1:14.757;1:14.405;1:14.283;23
5;145;31;1:15.676;1:14.527;1:14.432;23
6;104;32;1:15.188;1:14.375;1:14.544;23
7;152;32;1:15.649;1:14.691;1:14.590;23
8;14;31;1:15.623;1:15.150;1:14.637;23
9;13;49;1:15.590;1:15.083;1:14.901;23
10;62;17;1:15.397;1:15.061;1:15.170;23
11;146;49;1:16.030;1:15.317;;23
12;118;17;1:15.445;1:15.318;;23
13;24;44;1:15.961;1:15.413;;23
14;86;39;1:15.482;1:15.576;;23
15;103;40;1:15.908;1:15.692;;23
16;53;40;1:16.175;1:15.992;;23
17;4;44;1:16.021;1:16.176;;23
18;54;25;1:17.094;;;23
19;123;25;1:17.134;;;23
20;37;48;1:17.377;;;23
21;38;48;1:17.864;;;23
22;110;21;1:18.509;;;23
23;148;21;1:19.559;;;23
24;2;16;;;;23
1;125;38;1:27.500;1:26.818;1:26.295;24
2;145;31;1:27.667;1:27.013;1:26.433;24
3;129;38;1:27.067;1:26.729;1:26.760;24
4;14;31;1:27.555;1:27.277;1:26.781;24
5;152;32;1:27.756;1:27.438;1:26.857;24
6;104;32;1:27.649;1:27.141;1:26.952;24
7;56;39;1:27.766;1:27.426;1:27.039;24
8;69;16;1:27.993;1:27.200;1:27.082;24
9;86;39;1:27.620;1:27.387;1:27.430;24
10;53;40;1:28.158;1:27.434;1:28.122;24
11;118;17;1:27.951;1:27.525;;24
12;2;16;1:27.857;1:27.612;;24
13;103;40;1:28.147;1:27.879;;24
14;24;44;1:28.534;1:28.273;;24
15;13;49;1:28.336;1:28.392;;24
16;4;44;1:28.460;1:28.540;;24
17;146;49;1:28.227;1:28.841;;24
18;62;17;1:28.958;;;24
19;123;25;1:30.237;;;24
20;54;25;1:30.519;;;24
21;37;48;1:30.744;;;24
22;110;21;1:31.266;;;24
23;38;48;1:31.989;;;24
24;148;21;1:32.060;;;24
1;145;31;1:15.889;1:15.528;1:15.105;25
2;125;38;1:16.423;1:15.692;1:15.373;25
3;129;38;1:16.129;1:15.556;1:15.420;25
4;2;16;1:16.171;1:15.597;1:15.435;25
5;14;31;1:16.371;1:15.742;1:15.520;25
6;62;17;1:17.086;1:16.171;1:15.648;25
7;69;16;1:16.673;1:16.314;1:15.688;25
8;56;39;1:16.370;1:15.682;1:15.715;25
9;118;17;1:16.495;1:16.295;1:15.881;25
10;104;32;1:16.350;1:16.001;1:16.071;25
11;13;49;1:16.880;1:16.434;;25
12;146;49;1:16.770;1:16.438;;25
13;152;32;1:16.598;1:16.492;;25
14;86;39;1:16.569;1:16.844;;25
15;24;44;1:17.356;1:16.928;;25
16;4;44;1:17.027;1:17.029;;25
17;103;40;1:17.611;1:17.384;;25
18;53;40;1:18.019;;;25
19;54;25;1:18.237;;;25
20;123;25;1:18.698;;;25
21;37;48;1:18.941;;;25
22;110;21;1:19.484;;;25
23;38;48;1:19.675;;;25
24;148;21;1:27.757;;;25
1;129;38;1:38.324;1:38.015;1:37.587;26
2;125;38;1:38.549;1:38.041;1:37.662;26
3;145;31;1:38.697;1:38.158;1:37.969;26
4;2;16;1:38.472;1:38.179;1:38.075;26
5;69;16;1:38.657;1:38.046;1:38.127;26
6;56;39;1:38.132;1:38.062;1:38.137;26
7;14;31;1:38.360;1:38.399;1:38.210;26
8;146;49;1:38.843;1:38.523;1:38.428;26
9;13;49;1:38.449;1:38.326;1:38.428;26
10;86;39;1:39.004;1:38.552;1:38.523;26
11;24;44;1:39.096;1:38.586;;26
12;104;32;1:38.752;1:38.627;;26
13;118;17;1:39.021;1:38.851;;26
14;62;17;1:38.969;1:38.884;;26
15;152;32;1:38.994;1:39.234;;26
16;103;40;1:39.003;1:39.264;;26
17;4;44;1:39.128;1:39.458;;26
18;53;40;1:39.343;;;26
19;123;25;1:40.658;;;26
20;54;25;1:40.882;;;26
21;38;48;1:42.086;;;26
22;37;48;1:42.140;;;26
23;148;21;1:42.600;;;26
24;110;21;1:42.851;;;26
1;129;38;1:30.841;1:30.480;1:29.615;27
2;125;38;1:30.858;1:30.114;1:29.758;27
3;2;16;1:30.997;1:30.700;1:30.426;27
4;145;31;1:31.297;1:31.118;1:30.556;27
5;104;32;1:31.626;1:31.085;1:30.625;27
6;56;39;1:31.680;1:31.344;1:31.040;27
7;69;16;1:31.313;1:31.010;1:31.172;27
8;13;49;1:31.424;1:31.126;1:31.175;27
9;103;40;1:31.533;1:31.327;1:31.274;27
10;152;32;1:32.058;1:31.022;1:31.430;27
11;118;17;1:31.109;1:31.399;;27
12;53;40;1:31.851;1:31.421;;27
13;146;49;1:32.144;1:31.635;;27
14;14;31;1:31.435;1:31.699;;27
15;62;17;1:32.226;1:31.708;;27
16;86;39;1:31.638;1:31.796;;27
17;24;44;1:31.901;1:32.012;;27
18;4;44;1:32.430;;;27
19;54;25;1:34.405;;;27
20;37;48;1:34.775;;;27
21;123;25;1:34.864;;;27
22;38;48;1:35.212;;;27
23;148;21;1:36.576;;;27
24;158;21;1:36.968;;;27
1;129;38;1:15.152;1:14.249;1:13.791;28
2;2;16;1:14.808;1:14.081;1:13.793;28
3;69;16;1:15.216;1:14.478;1:14.290;28
4;125;38;1:15.334;1:14.340;1:14.347;28
5;14;31;1:15.823;1:14.716;1:14.427;28
6;145;31;1:15.505;1:14.488;1:14.566;28
7;56;39;1:15.736;1:14.835;1:15.079;28
8;13;49;1:16.398;1:14.698;1:15.109;28
9;104;32;1:16.178;1:15.018;1:15.179;28
10;146;49;1:16.387;1:14.943;1:15.339;28
11;152;32;1:16.084;1:15.026;;28
12;53;40;1:15.951;1:15.084;;28
13;86;39;1:16.521;1:15.307;;28
14;118;17;1:16.220;1:15.467;;28
15;103;40;1:16.450;1:15.550;;28
16;4;44;1:16.664;1:15.588;;28
17;24;44;1:16.029;1:15.974;;28
18;123;25;1:17.583;;;28
19;54;25;1:18.300;;;28
20;37;48;1:18.343;;;28
21;110;21;1:18.592;;;28
22;62;17;1:18.952;;;28
23;158;21;1:19.844;;;28
24;38;48;;;;28
1;129;38;1:20.417;1:19.573;1:18.773;29
2;125;38;1:21.132;1:19.531;1:19.184;29
3;2;16;1:21.278;1:20.237;1:19.987;29
4;69;16;1:21.299;1:20.857;1:20.331;29
5;145;31;1:21.455;1:20.877;1:20.499;29
6;104;32;1:21.212;1:20.811;1:21.082;29
7;86;39;1:21.558;1:20.797;1:21.229;29
8;56;39;1:21.159;1:20.867;1:21.328;29
9;103;40;1:21.891;1:21.273;1:21.411;29
10;146;49;1:21.598;1:21.275;1:21.710;29
11;14;31;1:21.422;1:21.292;;29
12;13;49;1:21.478;1:21.331;;29
13;118;17;1:22.080;1:21.517;;29
14;152;32;1:21.840;1:21.630;;29
15;24;44;1:21.982;1:21.897;;29
16;62;17;1:21.789;1:21.927;;29
17;4;44;1:21.978;1:21.998;;29
18;53;40;1:22.222;;;29
19;37;48;1:24.050;;;29
20;54;25;1:24.120;;;29
21;123;25;1:24.199;;;29
22;38;48;1:25.118;;;29
23;110;21;1:26.391;;;29
24;158;21;1:26.453;;;29
1;125;38;1:57.352;1:47.253;1:45.778;30
2;145;31;1:56.706;1:46.211;1:45.863;30
3;56;39;1:56.041;1:47.320;1:46.100;30
4;129;38;1:58.487;1:47.245;1:46.127;30
5;14;31;1:57.981;1:46.790;1:46.206;30
6;69;16;1:58.323;1:47.322;1:46.314;30
7;13;49;1:55.757;1:47.797;1:46.602;30
8;118;17;1:58.730;1:47.292;1:46.659;30
9;146;49;1:55.442;1:47.821;1:47.053;30
10;2;16;1:57.023;1:47.544;1:47.441;30
